OBJECTID;Id;Lon;Lat;Z_DSM;BEAR_PREV;DIST_PREV_m;Z_sampled;dZ;POINT_X;POINT_Y;POINT_Z
1181;1181;39.02763637;51.44464197;88.4314;214.7003;6.2604;159.2014;70.77;39.02763637;51.44464197;0
1182;1182;39.02757477;51.44458638;89.5911;214.7003;7.5229;159.2014;69.6103;39.02757477;51.44458638;0
1183;1183;39.02751864;51.44453572;88.8357;214.7003;6.8551;159.7152;70.8795;39.02751864;51.44453572;0
1184;1184;39.02746081;51.44448354;90.4679;214.7004;7.0617;159.7152;69.2473;39.02746081;51.44448354;0
1185;1185;39.0274038;51.44443209;90.4286;214.7004;6.9623;159.7152;69.2866;39.0274038;51.44443209;0
1186;1186;39.02734881;51.44438246;90.6688;214.7004;6.7166;160.087;69.4182;39.02734881;51.44438246;0
1187;1187;39.02729439;51.44433335;91.3215;214.7005;6.6458;160.087;68.7655;39.02729439;51.44433335;0
1188;1188;39.02725897;51.4442639;90.6824;197.6797;8.1091;160.195;69.5126;39.02725897;51.4442639;0
1189;1189;39.0272296;51.44419411;90.3535;194.731;8.029;160.195;69.8415;39.0272296;51.44419411;0
1190;1190;39.02720405;51.44413338;89.023;194.731;6.9856;160.195;71.172;39.02720405;51.44413338;0
1191;1191;39.02717904;51.44407394;89.3272;194.731;6.8384;160.195;70.8678;39.02717904;51.44407394;0
1192;1192;39.02714964;51.44400407;90.5911;194.731;8.038;160.2431;69.652;39.02714964;51.44400407;0
1193;1193;39.02711859;51.44393026;90.8468;194.7311;8.491;160.2431;69.3963;39.02711859;51.44393026;0
1194;1194;39.0270926;51.44386849;90.3131;194.7311;7.1052;160.2431;69.93;39.0270926;51.44386849;0
1195;1195;39.02706327;51.44379878;89.0979;194.7311;8.0201;160.2431;71.1452;39.02706327;51.44379878;0
1196;1196;39.02703812;51.44373901;89.1337;194.7311;6.8755;159.8465;70.7128;39.02703812;51.44373901;0
1197;1197;39.02700821;51.4436679;88.5188;194.7311;8.1802;159.8465;71.3277;39.02700821;51.4436679;0
1198;1198;39.02697943;51.4435995;90.4879;194.7312;7.8688;159.8465;69.3586;39.02697943;51.4435995;0
1199;1199;39.02695204;51.44353439;89.6252;194.7312;7.4894;159.8465;70.2213;39.02695204;51.44353439;0
1200;1200;39.02692416;51.44346814;89.4577;194.7312;7.6215;160.4382;70.9805;39.02692416;51.44346814;0
1201;1201;39.02689737;51.44340447;90.1974;194.7312;7.3242;160.4382;70.2408;39.02689737;51.44340447;0
1202;1202;39.02687085;51.44334144;88.9855;194.7312;7.252;160.4382;71.4527;39.02687085;51.44334144;0
1203;1203;39.02683925;51.44326634;90.348;194.7313;8.6386;160.4382;70.0902;39.02683925;51.44326634;0
1204;1204;39.02680643;51.44318832;88.3987;194.7313;8.9749;160.6212;72.2225;39.02680643;51.44318832;0
1205;1205;39.02677358;51.44311025;90.5592;194.7313;8.982;160.9019;70.3427;39.02677358;51.44311025;0
1206;1206;39.02674834;51.44305025;90.4149;194.7313;6.9022;160.9019;70.487;39.02674834;51.44305025;0
1207;1207;39.02671742;51.44297676;92.0045;194.7314;8.4538;160.9019;68.8974;39.02671742;51.44297676;0
1208;1208;39.02669135;51.4429148;92.1467;194.7314;7.1277;161.1981;69.0514;39.02669135;51.4429148;0
1209;1209;39.02666219;51.44284549;92.2412;194.7314;7.9733;161.1981;68.9569;39.02666219;51.44284549;0
1210;1210;39.02663205;51.44277387;92.4552;194.7314;8.2386;161.1981;68.7429;39.02663205;51.44277387;0
1211;1211;39.0266025;51.44270363;93.0623;194.7314;8.081;161.1981;68.1358;39.0266025;51.44270363;0
1212;1212;39.02657217;51.44263155;93.3368;194.7315;8.2919;161.0579;67.7211;39.02657217;51.44263155;0
1213;1213;39.02654235;51.44256068;95.1079;194.7315;8.153;161.0579;65.95;39.02654235;51.44256068;0
1214;1214;39.02651402;51.44249332;96.465;194.7315;7.7481;161.2734;64.8084;39.02651402;51.44249332;0
1215;1215;39.02648584;51.44242635;96.871;194.7315;7.7046;161.2734;64.4024;39.02648584;51.44242635;0
1216;1216;39.02645776;51.44235961;97.7573;194.7315;7.6781;161.0477;63.2904;39.02645776;51.44235961;0
1217;1217;39.02642934;51.44229206;97.8285;194.7316;7.7707;161.0477;63.2192;39.02642934;51.44229206;0
1218;1218;39.02640212;51.44222736;96.5887;194.7316;7.4424;161.0477;64.459;39.02640212;51.44222736;0
1219;1219;39.02637405;51.44216067;97.6588;194.7316;7.6728;161.0477;63.3889;39.02637405;51.44216067;0
1220;1220;39.02634439;51.44209015;97.0562;194.7316;8.1116;161.0477;63.9915;39.02634439;51.44209015;0
1221;1221;39.0263141;51.44201816;98.402;194.7317;8.2816;161.1292;62.7272;39.0263141;51.44201816;0
1222;1222;39.02628575;51.4419508;99.6441;194.7317;7.7495;161.1292;61.4851;39.02628575;51.4419508;0
1223;1223;39.02625557;51.44187905;103.3048;194.7317;8.2534;161.1292;57.8244;39.02625557;51.44187905;0
1224;1224;39.02622793;51.44181336;102.7554;194.7317;7.5573;161.1292;58.3738;39.02622793;51.44181336;0
1225;1225;39.02619639;51.44173839;104.9319;194.7317;8.6246;161.0952;56.1633;39.02619639;51.44173839;0
1226;1226;39.02616733;51.44166933;104.5744;194.7318;7.944;161.0952;56.5208;39.02616733;51.44166933;0
1227;1227;39.0261381;51.44159987;104.5217;194.7318;7.9912;161.0952;56.5735;39.0261381;51.44159987;0
1228;1228;39.02611248;51.44153896;106.6327;194.7318;7.0068;161.0952;54.4625;39.02611248;51.44153896;0
1229;1229;39.02608073;51.4414635;105.5324;194.7318;8.6809;161.2084;55.676;39.02608073;51.4414635;0
1230;1230;39.02605518;51.44140277;105.3612;194.7318;6.9866;161.2084;55.8472;39.02605518;51.44140277;0
1231;1231;39.0260281;51.44133842;105.4754;194.7319;7.402;161.2084;55.733;39.0260281;51.44133842;0
1232;1232;39.02599745;51.44126556;119.8854;194.7319;8.382;161.2084;41.323;39.02599745;51.44126556;0
1233;1233;39.0259681;51.4411958;119.9263;194.7319;8.0251;160.0457;40.1194;39.0259681;51.4411958;0
1234;1234;39.02594226;51.44113438;118.7618;194.7319;7.0651;160.0457;41.2839;39.02594226;51.44113438;0
1235;1235;39.025911;51.4410601;118.5286;194.7319;8.5454;160.0457;41.5171;39.025911;51.4410601;0
1236;1236;39.02587972;51.44098575;125.1963;194.732;8.553;160.0457;34.8494;39.02587972;51.44098575;0
1237;1237;39.02585361;51.44092369;126.2859;194.732;7.14;160.3107;34.0248;39.02585361;51.44092369;0
1238;1238;39.02582857;51.44086417;125.8775;194.732;6.8472;160.3107;34.4332;39.02582857;51.44086417;0
1239;1239;39.02579576;51.4407862;125.5168;194.732;8.9691;160.3107;34.7939;39.02579576;51.4407862;0
1240;1240;39.0257686;51.44072164;130.2744;194.7321;7.4263;160.3107;30.0363;39.0257686;51.44072164;0
1241;1241;39.02573773;51.44064827;128.8103;194.7321;8.441;160.7101;31.8998;39.02573773;51.44064827;0
1242;1242;39.02571301;51.44058952;129.371;194.7321;6.7579;160.7101;31.3391;39.02571301;51.44058952;0
1243;1243;39.02568036;51.44051192;130.0767;194.7321;8.928;159.9964;29.9197;39.02568036;51.44051192;0
1244;1244;39.02564892;51.44043718;131.9453;194.7321;8.5969;159.9964;28.0511;39.02564892;51.44043718;0
1245;1245;39.02561931;51.44036681;131.1356;194.7322;8.0956;160.882;29.7464;39.02561931;51.44036681;0
1246;1246;39.02558874;51.44029415;132.0628;194.7322;8.3585;160.882;28.8192;39.02558874;51.44029415;0
1247;1247;39.02555767;51.44022031;132.8592;194.7322;8.4947;160.882;28.0228;39.02555767;51.44022031;0
1248;1248;39.02552962;51.44015364;130.9087;194.7322;7.6703;160.882;29.9733;39.02552962;51.44015364;0
1249;1249;39.02550102;51.44008566;131.0361;194.7322;7.8201;161.7379;30.7018;39.02550102;51.44008566;0
1250;1250;39.02546826;51.4400078;131.4176;194.7323;8.9563;161.7379;30.3203;39.02546826;51.4400078;0
1251;1251;39.02544204;51.43994548;130.6096;194.7323;7.1694;161.7379;31.1283;39.02544204;51.43994548;0
1252;1252;39.02541591;51.43988338;133.3453;194.7323;7.1439;161.7379;28.3926;39.02541591;51.43988338;0
1253;1253;39.02539634;51.43982084;134.85;191.0636;7.0899;162.378;27.528;39.02539634;51.43982084;0
1254;1254;39.0253916;51.43975193;133.7415;182.4613;7.6742;162.378;28.6365;39.0253916;51.43975193;0
1255;1255;39.02538709;51.43968623;135.4402;182.4613;7.3161;162.378;26.9378;39.02538709;51.43968623;0
1256;1256;39.02538215;51.43961454;136.6155;182.4613;7.9834;162.378;25.7625;39.02538215;51.43961454;0
1257;1257;39.02537679;51.4395365;135.967;182.4613;8.6904;162.627;26.66;39.02537679;51.4395365;0
1258;1258;39.02537206;51.43946783;135.9212;182.4613;7.6464;162.627;26.7058;39.02537206;51.43946783;0
1259;1259;39.02536719;51.43939694;136.5603;182.4613;7.8949;162.627;26.0667;39.02536719;51.43939694;0
1260;1260;39.02536275;51.43933246;131.8067;182.4613;7.1803;162.627;30.8203;39.02536275;51.43933246;0
1261;1261;39.02535764;51.43925805;132.1277;182.4613;8.2859;162.7658;30.6381;39.02535764;51.43925805;0
1262;1262;39.02535197;51.43917569;130.4536;182.4613;9.1716;162.7658;32.3122;39.02535197;51.43917569;0
1263;1263;39.02534737;51.43910876;121.4251;182.4613;7.4538;162.7658;41.3407;39.02534737;51.43910876;0
1264;1264;39.02534227;51.43903462;122.1606;182.4613;8.2555;162.7658;40.6052;39.02534227;51.43903462;0
1265;1265;39.02533759;51.43896663;121.7177;182.4613;7.5715;162.9072;41.1895;39.02533759;51.43896663;0
1266;1266;39.02533259;51.43889387;120.1033;182.4613;8.103;162.9072;42.8039;39.02533259;51.43889387;0
1267;1267;39.02532802;51.43882746;123.8261;182.4613;7.3957;162.9072;39.0811;39.02532802;51.43882746;0
1268;1268;39.02532273;51.43875053;125.2989;182.4613;8.5668;162.9072;37.6083;39.02532273;51.43875053;0
1269;1269;39.02531834;51.43868667;125.6204;182.4613;7.1107;163.0251;37.4047;39.02531834;51.43868667;0
1270;1270;39.02531361;51.43861787;124.1006;182.4613;7.6622;163.0251;38.9245;39.02531361;51.43861787;0
1271;1271;39.02530825;51.43854004;130.8421;182.4613;8.6662;163.0251;32.183;39.02530825;51.43854004;0
1272;1272;39.02530366;51.43847319;131.4669;182.4613;7.4446;163.0251;31.5582;39.02530366;51.43847319;0
1273;1273;39.02529837;51.4383963;131.2598;182.4613;8.5626;163.1548;31.895;39.02529837;51.4383963;0
1274;1274;39.02529291;51.43831687;132.021;182.4613;8.8455;163.1548;31.1338;39.02529291;51.43831687;0
1275;1275;39.02528784;51.43824322;138.5371;182.4614;8.2013;163.1548;24.6177;39.02528784;51.43824322;0
1276;1276;39.02528256;51.43816647;138.035;182.4614;8.5474;162.9949;24.9599;39.02528256;51.43816647;0
1277;1277;39.02527779;51.4380971;138.0806;182.4614;7.7249;162.9949;24.9143;39.02527779;51.4380971;0
1278;1278;39.02527204;51.43801348;138.8951;182.4614;9.3116;162.9949;24.0998;39.02527204;51.43801348;0
1279;1279;39.02526747;51.43794703;138.5486;182.4614;7.3997;162.9949;24.4463;39.02526747;51.43794703;0
1280;1280;39.02526211;51.43786909;139.258;182.4614;8.6797;163.089;23.831;39.02526211;51.43786909;0
1281;1281;39.02525726;51.43779855;140.928;182.4614;7.8551;163.089;22.161;39.02525726;51.43779855;0
1282;1282;39.02525209;51.4377234;140.008;182.4614;8.3683;163.089;23.081;39.02525209;51.4377234;0
1283;1283;39.02524712;51.43765121;143.9839;182.4614;8.0392;163.089;19.1051;39.02524712;51.43765121;0
1284;1284;39.02524216;51.43757912;143.3193;182.4614;8.0276;162.9573;19.638;39.02524216;51.43757912;0
1285;1285;39.0252366;51.43749815;142.4484;182.4614;9.0168;162.9573;20.5089;39.0252366;51.43749815;0
1286;1286;39.02523208;51.43743257;142.8227;182.4614;7.3035;162.9573;20.1346;39.02523208;51.43743257;0
1287;1287;39.0252273;51.43736294;143.2551;182.4614;7.7543;162.9573;19.7022;39.0252273;51.43736294;0
1288;1288;39.02522201;51.4372861;142.5975;182.4614;8.5563;162.9934;20.3959;39.02522201;51.4372861;0
1289;1289;39.02521668;51.43720863;144.0741;182.4614;8.6269;162.9934;18.9193;39.02521668;51.43720863;0
1290;1290;39.0252114;51.43713183;141.4911;182.4614;8.5523;162.9934;21.5023;39.0252114;51.43713183;0
1291;1291;39.02520654;51.43706123;140.8992;182.4614;7.8623;162.9113;22.0121;39.02520654;51.43706123;0
1292;1292;39.02520116;51.43698289;140.4356;182.4614;8.7243;162.9113;22.4757;39.02520116;51.43698289;0
1293;1293;39.02519603;51.43690831;141.335;182.4614;8.3045;162.9113;21.5763;39.02519603;51.43690831;0
1294;1294;39.02519057;51.43682894;139.659;182.4614;8.839;162.9113;23.2523;39.02519057;51.43682894;0
1295;1295;39.02518519;51.4367508;142.0395;182.4614;8.701;162.3573;20.3178;39.02518519;51.4367508;0
1296;1296;39.02518016;51.43667764;140.3139;182.4614;8.1478;162.3573;22.0434;39.02518016;51.43667764;0
1297;1297;39.02517579;51.43661405;141.7278;182.4614;7.0811;162.3573;20.6295;39.02517579;51.43661405;0
1298;1298;39.02517027;51.4365338;143.0871;182.4614;8.9362;162.3573;19.2702;39.02517027;51.4365338;0
1299;1299;39.02516533;51.436462;140.7414;182.4614;7.996;162.181;21.4396;39.02516533;51.436462;0
1300;1300;39.02515967;51.43637974;143.3941;182.4615;9.1599;162.181;18.7869;39.02515967;51.43637974;0
1301;1301;39.02515454;51.43630515;145.1446;182.4615;8.3071;162.181;17.0364;39.02515454;51.43630515;0
1302;1302;39.02514961;51.43623345;145.7488;182.4615;7.9845;161.5129;15.7641;39.02514961;51.43623345;0
1303;1303;39.02514432;51.43615645;145.3575;182.4615;8.5743;161.5129;16.1554;39.02514432;51.43615645;0
1304;1304;39.02513907;51.4360801;144.6115;182.4615;8.5028;161.5129;16.9014;39.02513907;51.4360801;0
1305;1305;39.02513331;51.43599637;144.5672;182.4615;9.3234;162.5063;17.9391;39.02513331;51.43599637;0
1306;1306;39.02512853;51.43592688;142.0997;182.4615;7.7381;160.6963;18.5966;39.02512853;51.43592688;0
1307;1307;39.02512415;51.43586328;143.3533;182.4615;7.0835;160.6963;17.343;39.02512415;51.43586328;0
1308;1308;39.02511963;51.43579747;141.887;182.4615;7.3277;160.6963;18.8093;39.02511963;51.43579747;0
1309;1309;39.02511415;51.43571791;139.753;182.4615;8.8599;160.6963;20.9433;39.02511415;51.43571791;0
1310;1310;39.02510845;51.43563499;138.9674;182.4615;9.2338;158.0844;19.117;39.02510845;51.43563499;0
1311;1311;39.02510271;51.43555157;138.6951;182.4615;9.2898;158.0844;19.3893;39.02510271;51.43555157;0
1312;1312;39.02509787;51.43548107;135.708;182.4615;7.8513;158.0844;22.3764;39.02509787;51.43548107;0
1313;1313;39.02509291;51.43540902;135.108;182.4615;8.0235;155.8144;20.7064;39.02509291;51.43540902;0
1314;1314;39.02508823;51.43534095;134.4812;182.4615;7.5795;155.8144;21.3332;39.02508823;51.43534095;0
1315;1315;39.02508364;51.43527419;135.7252;182.4615;7.4351;155.8144;20.0892;39.02508364;51.43527419;0
1316;1316;39.02507789;51.43519063;129.7504;182.4615;9.3047;155.8144;26.064;39.02507789;51.43519063;0
1317;1317;39.02507217;51.43510746;129.5053;182.4615;9.2618;152.5816;23.0763;39.02507217;51.43510746;0
1318;1318;39.0250665;51.43502509;129.0223;182.4615;9.1726;152.5816;23.5593;39.0250665;51.43502509;0
1319;1319;39.02506202;51.43495985;128.1814;182.4615;7.2652;152.5816;24.4002;39.02506202;51.43495985;0
1320;1320;39.02505662;51.43488143;130.8833;182.4615;8.7328;152.5816;21.6983;39.02505662;51.43488143;0
1321;1321;39.02505205;51.43481497;130.3597;182.4615;7.4012;148.8183;18.4586;39.02505205;51.43481497;0
1322;1322;39.02504717;51.43474399;132.142;182.4615;7.9038;148.8183;16.6763;39.02504717;51.43474399;0
1323;1323;39.02504135;51.43465937;138.1596;182.4615;9.4231;148.8183;10.6587;39.02504135;51.43465937;0
1324;1324;39.0250369;51.43459468;139.7335;182.4615;7.204;148.8183;9.0848;39.0250369;51.43459468;0
1325;1325;39.02503192;51.43452228;137.9142;182.4616;8.0629;144.0543;6.1401;39.02503192;51.43452228;0
1326;1326;39.02502671;51.43444642;138.8147;182.4616;8.4477;144.0543;5.2396;39.02502671;51.43444642;0
1327;1327;39.02502118;51.43436611;145.9564;182.4616;8.9433;144.0543;-1.9021;39.02502118;51.43436611;0
1328;1328;39.02501623;51.43429412;144.7169;182.4616;8.0162;137.1043;-7.6126;39.02501623;51.43429412;0
1329;1329;39.02501097;51.43421767;146.8266;182.4616;8.5137;137.1043;-9.7223;39.02501097;51.43421767;0
1330;1330;39.02500615;51.43414759;145.5147;182.4616;7.8041;137.1043;-8.4104;39.02500615;51.43414759;0
1331;1331;39.02500033;51.434063;151.3953;182.4616;9.4199;137.1043;-14.291;39.02500033;51.434063;0
1332;1332;39.02499575;51.43399632;150.1801;182.4616;7.4256;130.89;-19.2901;39.02499575;51.43399632;0
1333;1333;39.024991;51.4339273;150.5819;182.4616;7.6854;130.89;-19.6919;39.024991;51.4339273;0
1334;1334;39.02498574;51.4338508;150.8746;182.4616;8.5189;130.89;-19.9846;39.02498574;51.4338508;0
1335;1335;39.02498095;51.43378109;153.1137;182.4616;7.7632;130.89;-22.2237;39.02498095;51.43378109;0
1336;1336;39.02497535;51.43369976;150.6505;182.4616;9.0566;125.2798;-25.3707;39.02497535;51.43369976;0
1337;1337;39.02497016;51.43362425;151.9961;182.4616;8.4089;125.2798;-26.7163;39.02497016;51.43362425;0
1338;1338;39.02496555;51.43355725;152.5699;182.4616;7.4608;125.2798;-27.2901;39.02496555;51.43355725;0
1339;1339;39.02495977;51.43347318;153.4439;182.4616;9.3622;125.2798;-28.1641;39.02495977;51.43347318;0
1340;1340;39.02495411;51.43339089;152.8154;182.4616;9.1636;120.9186;-31.8968;39.02495411;51.43339089;0
1341;1341;39.02494925;51.43332027;153.3129;182.4616;7.8649;120.9186;-32.3943;39.02494925;51.43332027;0
1342;1342;39.02494438;51.43324941;153.4647;182.4616;7.8904;120.9186;-32.5461;39.02494438;51.43324941;0
1343;1343;39.0249392;51.43317406;155.0831;182.4616;8.3913;116.2138;-38.8693;39.0249392;51.43317406;0
1344;1344;39.02493406;51.43309942;154.3824;182.4616;8.3114;116.2138;-38.1686;39.02493406;51.43309942;0
1345;1345;39.0249287;51.43302146;155.155;182.4616;8.6817;116.2138;-38.9412;39.0249287;51.43302146;0
1346;1346;39.0249241;51.43295455;155.7176;182.4616;7.451;116.2138;-39.5038;39.0249241;51.43295455;0
1347;1347;39.02491906;51.43288123;154.5319;182.4616;8.1649;114.7449;-39.787;39.02491906;51.43288123;0
1348;1348;39.02491461;51.43281663;154.7603;182.4616;7.1935;114.7449;-40.0154;39.02491461;51.43281663;0
1349;1349;39.02490989;51.43274795;155.5929;182.4616;7.6482;114.7449;-40.848;39.02490989;51.43274795;0
1350;1350;39.02490416;51.4326646;156.9551;182.4617;9.2819;114.7449;-42.2102;39.02490416;51.4326646;0
1351;1351;39.02489855;51.43258304;158.1309;182.4617;9.0832;115.7994;-42.3315;39.02489855;51.43258304;0
1352;1352;39.02489348;51.43250932;158.3224;182.4617;8.2094;115.7994;-42.523;39.02489348;51.43250932;0
1353;1353;39.02488781;51.43242688;161.9085;182.4617;9.1796;115.7994;-46.1091;39.02488781;51.43242688;0
1354;1354;39.02488246;51.4323492;161.1617;182.4617;8.6504;125.2917;-35.87;39.02488246;51.4323492;0
1355;1355;39.02487799;51.43228418;162.1258;182.4617;7.2411;125.2917;-36.8341;39.02487799;51.43228418;0
1356;1356;39.02487261;51.43220588;160.0526;182.4617;8.7197;125.2917;-34.7609;39.02487261;51.43220588;0
1357;1357;39.02486772;51.4321348;159.1158;182.4617;7.9156;125.2917;-33.8241;39.02486772;51.4321348;0
1358;1358;39.02486271;51.432062;157.9566;182.4617;8.1069;135.917;-22.0396;39.02486271;51.432062;0
1359;1359;39.02485779;51.43199051;158.1407;182.4617;7.9603;132.9634;-25.1773;39.02485779;51.43199051;0
1360;1360;39.02485306;51.43192172;158.8677;182.4617;7.6609;132.9634;-25.9043;39.02485306;51.43192172;0
1361;1361;39.02484867;51.4318579;159.9655;182.4617;7.107;132.9634;-27.0021;39.02484867;51.4318579;0
1362;1362;39.02484353;51.43178318;160.2736;182.4617;8.3206;140.2151;-20.0585;39.02484353;51.43178318;0
1363;1363;39.02483783;51.43170029;158.7623;182.4617;9.2302;140.2151;-18.5472;39.02483783;51.43170029;0
1364;1364;39.02483323;51.43163338;158.5569;182.4617;7.4516;140.2151;-18.3418;39.02483323;51.43163338;0
1365;1365;39.02482821;51.43156037;161.19;182.4617;8.1304;140.2151;-20.9749;39.02482821;51.43156037;0
1366;1366;39.02483658;51.43148941;160.297;175.7836;7.9163;144.9553;-15.3417;39.02483658;51.43148941;0
1367;1367;39.02488031;51.43143339;159.9688;153.9859;6.9346;146.6955;-13.2733;39.02488031;51.43143339;0
1368;1368;39.02492307;51.43137863;160.7264;153.9858;6.7794;146.6955;-14.0309;39.02492307;51.43137863;0
1369;1369;39.02497117;51.43131702;158.3161;153.9858;7.6276;146.6955;-11.6206;39.02497117;51.43131702;0
1370;1370;39.02501457;51.43126144;160.9131;153.9858;6.881;146.6955;-14.2176;39.02501457;51.43126144;0
1371;1371;39.02505951;51.43120387;158.5092;153.9857;7.126;155.4637;-3.0455;39.02505951;51.43120387;0
1372;1372;39.02511047;51.43113861;159.8207;153.9857;8.0799;155.4637;-4.357;39.02511047;51.43113861;0
1373;1373;39.02515486;51.43108175;160.6537;153.9857;7.0389;156.3839;-4.2698;39.02515486;51.43108175;0
1374;1374;39.02520045;51.43102335;160.3625;153.9857;7.2296;156.3839;-3.9786;39.02520045;51.43102335;0
1375;1375;39.02524989;51.43096004;158.87;153.9856;7.8385;158.5203;-0.3497;39.02524989;51.43096004;0
1376;1376;39.0252892;51.43090969;160.8462;153.9856;6.2332;158.5203;-2.3259;39.0252892;51.43090969;0
1377;1377;39.02533887;51.43084607;158.9149;153.9856;7.8765;158.5203;-0.3946;39.02533887;51.43084607;0
1378;1378;39.02538721;51.43078415;161.1062;153.9855;7.6646;158.5203;-2.5859;39.02538721;51.43078415;0
1379;1379;39.02543712;51.43072023;159.2942;153.9855;7.914;158.5203;-0.7739;39.02543712;51.43072023;0
1380;1380;39.02548767;51.43065548;159.3955;153.9855;8.0154;155.5452;-3.8503;39.02548767;51.43065548;0
1381;1381;39.02553845;51.43059045;158.9814;153.9854;8.0515;155.5452;-3.4362;39.02553845;51.43059045;0
1382;1382;39.02558958;51.43052495;160.5675;153.9854;8.1078;155.5452;-5.0223;39.02558958;51.43052495;0
1383;1383;39.02564021;51.43046011;157.8797;153.9854;8.0272;155.5452;-2.3345;39.02564021;51.43046011;0
1384;1384;39.02568516;51.43040254;158.1261;153.9853;7.1283;155.8149;-2.3112;39.02568516;51.43040254;0
1385;1385;39.0257346;51.43033922;160.2441;153.9853;7.8384;155.2718;-4.9723;39.0257346;51.43033922;0
1386;1386;39.02578157;51.43027905;158.9856;153.9853;7.4489;155.2718;-3.7138;39.02578157;51.43027905;0
1387;1387;39.02583286;51.43021337;158.933;153.9853;8.1319;155.2718;-3.6612;39.02583286;51.43021337;0
1388;1388;39.02588344;51.43014858;158.4582;153.9852;8.0207;155.2718;-3.1864;39.02588344;51.43014858;0
1389;1389;39.02593172;51.43008675;157.7407;153.9852;7.6545;156.8453;-0.8954;39.02593172;51.43008675;0
1390;1390;39.0259721;51.43003502;157.8161;153.9852;6.4039;156.8453;-0.9708;39.0259721;51.43003502;0
1391;1391;39.02601948;51.42997434;159.6232;153.9851;7.5118;156.3862;-3.237;39.02601948;51.42997434;0
1392;1392;39.02606053;51.42992176;159.5108;153.9851;6.5095;156.3862;-3.1246;39.02606053;51.42992176;0
1393;1393;39.0261061;51.42986339;157.19;153.9851;7.2261;156.3862;-0.8038;39.0261061;51.42986339;0
1394;1394;39.02615134;51.42980545;157.3478;153.9851;7.1729;156.8938;-0.454;39.02615134;51.42980545;0
1395;1395;39.02619591;51.42974837;157.3655;153.985;7.0675;156.8938;-0.4717;39.02619591;51.42974837;0
1396;1396;39.02624651;51.42968356;159.6138;153.985;8.0234;156.8938;-2.72;39.02624651;51.42968356;0
1397;1397;39.02628713;51.42963153;159.1432;153.985;6.4407;156.8938;-2.2494;39.02628713;51.42963153;0
1398;1398;39.02632999;51.42957663;156.8299;153.9849;6.7968;157.5404;0.7105;39.02632999;51.42957663;0
1399;1399;39.02637683;51.42951664;158.9431;153.9849;7.4268;157.5404;-1.4027;39.02637683;51.42951664;0
1400;1400;39.02641808;51.42946381;156.6014;153.9849;6.5409;157.5404;0.939;39.02641808;51.42946381;0
1401;1401;39.02646456;51.42940428;158.5906;153.9849;7.3695;157.5404;-1.0502;39.02646456;51.42940428;0
1402;1402;39.0265143;51.42934057;156.7222;153.9848;7.8869;157.5404;0.8182;39.0265143;51.42934057;0
1403;1403;39.0265577;51.42928498;156.2905;153.9848;6.8821;156.0429;-0.2476;39.0265577;51.42928498;0
1404;1404;39.02660571;51.42922348;157.1929;153.9848;7.6133;156.0429;-1.15;39.02660571;51.42922348;0
1405;1405;39.02665112;51.42916533;156.8414;153.9847;7.1993;156.0429;-0.7985;39.02665112;51.42916533;0
1406;1406;39.02669756;51.42910584;156.3203;153.9847;7.3646;156.0429;-0.2774;39.02669756;51.42910584;0
1407;1407;39.02674419;51.42904612;156.5719;153.9847;7.3939;156.0429;-0.529;39.02674419;51.42904612;0
1408;1408;39.02678734;51.42899085;155.7558;153.9846;6.8421;155.2717;-0.4841;39.02678734;51.42899085;0
1409;1409;39.02683795;51.42892603;157.1219;153.9846;8.0248;154.3488;-2.7731;39.02683795;51.42892603;0
1410;1410;39.02688445;51.42886648;155.7443;153.9846;7.3731;154.3488;-1.3955;39.02688445;51.42886648;0
1411;1411;39.02693033;51.42880772;154.6823;153.9846;7.2744;154.3488;-0.3335;39.02693033;51.42880772;0
1412;1412;39.02697127;51.42875528;154.7969;153.9845;6.4918;154.3488;-0.4481;39.02697127;51.42875528;0
1413;1413;39.02701979;51.42869313;154.2626;153.9845;7.694;153.4668;-0.7958;39.02701979;51.42869313;0
1414;1414;39.02707085;51.42862773;155.8896;153.9845;8.0966;153.4668;-2.4228;39.02707085;51.42862773;0
1415;1415;39.0271158;51.42857016;154.3342;153.9845;7.1272;153.4668;-0.8674;39.0271158;51.42857016;0
1416;1416;39.02716177;51.42851129;152.4177;153.9844;7.2886;153.4668;1.0491;39.02716177;51.42851129;0
1417;1417;39.02721318;51.42844544;152.0047;153.9844;8.1514;151.6504;-0.3543;39.02721318;51.42844544;0
1418;1418;39.02726372;51.4283807;151.6251;153.9844;8.0153;151.6504;0.0253;39.02726372;51.4283807;0
1419;1419;39.02731576;51.42831405;152.3643;153.9843;8.2512;151.6504;-0.7139;39.02731576;51.42831405;0
1420;1420;39.02736364;51.42825273;150.8073;153.9843;7.5916;151.0634;0.2561;39.02736364;51.42825273;0
1421;1421;39.02741092;51.42819217;148.9024;153.9843;7.497;149.3447;0.4423;39.02741092;51.42819217;0
1422;1422;39.02745228;51.4281392;148.1244;153.9842;6.5581;149.3447;1.2203;39.02745228;51.4281392;0
1423;1423;39.0274998;51.42807834;148.182;153.9842;7.5349;149.3447;1.1627;39.0274998;51.42807834;0
1424;1424;39.02754005;51.42802678;148.6244;153.9842;6.3829;149.3447;0.7203;39.02754005;51.42802678;0
1425;1425;39.02757954;51.4279762;147.6463;153.9842;6.2616;149.3447;1.6984;39.02757954;51.4279762;0
